name;japanese_name;classfication;abilities;type1;type2;against_bug;against_dark;against_dragon;against_electric;against_fairy;against_fight;against_fire;against_flying;against_ghost;against_grass;against_ground;against_ice;against_normal;against_poison;against_psychic;against_rock;against_steel;against_water;attack;base_egg_steps;base_happiness;base_total;capture_rate;defense;experience_growth;height_m;hp;percentage_male;pokedex_number;sp_attack;sp_defense;speed;weight_kg;generation;is_legendary
Bibarel;Beadaruビーダル;Beaver Pokémon;"['Simple', 'Unaware', 'Moody']";normal;water;1;1;1;2;1;2;0.5;1;0;2;1;0.5;1;1;1;1;0.5;0.5;85;3840;70;410;127;60;1000000;1;79;50;400;55;60;71;31.5;4;0
Kricketot;Korobohshiコロボーシ;Cricket Pokémon;"['Shed Skin', 'Run Away']";bug;;1;1;1;1;1;0.5;2;2;1;0.5;0.5;1;1;1;1;2;1;1;25;3840;70;194;255;41;1059860;0.3;37;50;401;25;41;25;2.2;4;0
Kricketune;Korotockコロトック;Cricket Pokémon;"['Swarm', 'Technician']";bug;;1;1;1;1;1;0.5;2;2;1;0.5;0.5;1;1;1;1;2;1;1;85;3840;70;384;45;51;1059860;1;77;50;402;55;51;65;25.5;4;0
Shinx;Kolinkコリンク;Flash Pokémon;"['Rivalry', 'Intimidate', 'Guts']";electric;;1;1;1;0.5;1;1;1;0.5;1;1;2;1;1;1;1;1;0.5;1;65;5120;70;263;235;34;1059860;0.5;45;50;403;40;34;45;9.5;4;0
Luxio;Luxioルクシオ;Spark Pokémon;"['Rivalry', 'Intimidate', 'Guts']";electric;;1;1;1;0.5;1;1;1;0.5;1;1;2;1;1;1;1;1;0.5;1;85;5120;100;363;120;49;1059860;0.9;60;50;404;60;49;60;30.5;4;0
Luxray;Rentorarレントラー;Gleam Eyes Pokémon;"['Rivalry', 'Intimidate', 'Guts']";electric;;1;1;1;0.5;1;1;1;0.5;1;1;2;1;1;1;1;1;0.5;1;120;5120;70;523;45;79;1059860;1.4;80;50;405;95;79;70;42;4;0
Budew;Subomieスボミー;Bud Pokémon;"['Natural Cure', 'Poison Point', 'Leaf Guard']";grass;poison;1;1;1;0.5;0.5;0.5;2;2;1;0.25;1;2;1;1;2;1;1;0.5;30;5120;70;280;255;35;1059860;0.2;40;50;406;50;70;55;1.2;4;0
Roserade;Roseradeロズレイド;Bouquet Pokémon;"['Natural Cure', 'Poison Point', 'Technician']";grass;poison;1;1;1;0.5;0.5;0.5;2;2;1;0.25;1;2;1;1;2;1;1;0.5;70;5120;70;515;75;65;1059860;0.9;60;50;407;125;105;90;14.5;4;0
Cranidos;Zugaidosズガイドス;Head Butt Pokémon;"['Mold Breaker', 'Sheer Force']";rock;;1;1;1;1;1;2;0.5;0.5;1;2;2;1;0.5;0.5;1;1;2;2;125;7680;70;350;45;40;600000;0.9;67;88.1;408;30;30;58;31.5;4;0
Rampardos;Rampaldラムパルド;Head Butt Pokémon;"['Mold Breaker', 'Sheer Force']";rock;;1;1;1;1;1;2;0.5;0.5;1;2;2;1;0.5;0.5;1;1;2;2;165;7680;70;495;45;60;600000;1.6;97;88.1;409;65;50;58;102.5;4;0
Shieldon;Tatetopsタテトプス;Shield Pokémon;"['Sturdy', 'Soundproof']";rock;steel;0.5;1;0.5;1;0.5;4;1;0.25;1;1;4;0.5;0.25;0;0.5;0.5;1;2;42;7680;70;350;45;118;600000;0.5;30;88.1;410;42;88;30;57;4;0
Bastiodon;Toridepsトリデプス;Shield Pokémon;"['Sturdy', 'Soundproof']";rock;steel;0.5;1;0.5;1;0.5;4;1;0.25;1;1;4;0.5;0.25;0;0.5;0.5;1;2;52;7680;70;495;45;168;600000;1.3;60;88.1;411;47;138;30;149.5;4;0
Burmy;Minomucchiミノムッチ;Bagworm Pokémon;"['Shed Skin', 'Overcoat']";bug;;1;1;1;1;1;0.5;2;2;1;0.5;0.5;1;1;1;1;2;1;1;29;3840;70;224;120;45;1000000;0.2;40;50;412;29;45;36;3.4;4;0
Wormadam;Minomadam (kusaki No Mino)ミノマダム;Bagworm Pokémon;"['Anticipation', 'Overcoat']";bug;grass;2;1;1;0.5;1;0.5;4;4;1;0.25;0.25;2;1;2;1;2;1;0.5;69;3840;70;424;45;95;1000000;0.5;60;0;413;69;95;36;6.5;4;0
Mothim;Gamaleガーメイル;Moth Pokémon;"['Swarm', 'Tinted Lens']";bug;flying;0.5;1;1;2;1;0.25;2;2;1;0.25;0;2;1;1;1;4;1;1;94;3840;70;424;45;50;1000000;0.9;70;100;414;94;50;66;23.3;4;0
Combee;Mitsuhoneyミツハニー;Tiny Bee Pokémon;"['Honey Gather', 'Hustle']";bug;flying;0.5;1;1;2;1;0.25;2;2;1;0.25;0;2;1;1;1;4;1;1;30;3840;70;244;120;42;1059860;0.3;30;88.1;415;30;42;70;5.5;4;0
Vespiquen;Beequenビークイン;Beehive Pokémon;"['Pressure', 'Unnerve']";bug;flying;0.5;1;1;2;1;0.25;2;2;1;0.25;0;2;1;1;1;4;1;1;80;3840;70;474;45;102;1059860;1.2;70;0;416;80;102;40;38.5;4;0
Pachirisu;Pachirisuパチリス;EleSquirrel Pokémon;"['Run Away', 'Pickup', 'Volt Absorb']";electric;;1;1;1;0.5;1;1;1;0.5;1;1;2;1;1;1;1;1;0.5;1;45;2560;100;405;200;70;1000000;0.4;60;50;417;45;90;95;3.9;4;0
Buizel;Buoyselブイゼル;Sea Weasel Pokémon;"['Swift Swim', 'Water Veil']";water;;1;1;1;2;1;1;0.5;1;1;2;1;0.5;1;1;1;1;0.5;0.5;65;5120;70;330;190;35;1000000;0.7;55;50;418;60;30;85;29.5;4;0
Floatzel;Floazelフローゼル;Sea Weasel Pokémon;"['Swift Swim', 'Water Veil']";water;;1;1;1;2;1;1;0.5;1;1;2;1;0.5;1;1;1;1;0.5;0.5;105;5120;70;495;75;55;1000000;1.1;85;50;419;85;50;115;33.5;4;0
Cherubi;Cherinboチェリンボ;Cherry Pokémon;['Chlorophyll'];grass;;2;1;1;0.5;1;1;2;2;1;0.5;0.5;2;1;2;1;1;1;0.5;35;5120;70;275;190;45;1000000;0.4;45;50;420;62;53;35;3.3;4;0
Cherrim;Cherrimチェリム;Blossom Pokémon;['Flower Gift'];grass;;2;1;1;0.5;1;1;2;2;1;0.5;0.5;2;1;2;1;1;1;0.5;60;5120;70;450;75;70;1000000;0.5;70;50;421;87;78;85;9.3;4;0
Shellos;Karanakushiカラナクシ;Sea Slug Pokémon;"['Sticky Hold', 'Storm Drain', 'Sand Force']";water;;1;1;1;2;1;1;0.5;1;1;2;1;0.5;1;1;1;1;0.5;0.5;48;5120;70;325;190;48;1000000;0.3;76;50;422;57;62;34;6.3;4;0
Gastrodon;Tritodonトリトドン;Sea Slug Pokémon;"['Sticky Hold', 'Storm Drain', 'Sand Force']";water;ground;1;1;1;0;1;1;0.5;1;1;4;1;1;1;0.5;1;0.5;0.5;1;83;5120;70;475;75;68;1000000;0.9;111;50;423;92;82;39;29.9;4;0
Ambipom;Etebothエテボース;Long Tail Pokémon;"['Technician', 'Pickup', 'Skill Link']";normal;;1;1;1;1;1;2;1;1;0;1;1;1;1;1;1;1;1;1;100;5120;100;482;45;66;800000;1.2;75;50;424;60;66;115;20.3;4;0
Drifloon;Fuwanteフワンテ;Balloon Pokémon;"['Aftermath', 'Unburden', 'Flare Boost']";ghost;flying;0.25;2;1;2;1;0;1;1;2;0.5;0;2;0;0.5;1;2;1;1;50;7680;70;348;125;34;1640000;0.4;90;50;425;60;44;70;1.2;4;0
Drifblim;Fuwarideフワライド;Blimp Pokémon;"['Aftermath', 'Unburden', 'Flare Boost']";ghost;flying;0.25;2;1;2;1;0;1;1;2;0.5;0;2;0;0.5;1;2;1;1;80;7680;70;498;60;44;1640000;1.2;150;50;426;90;54;80;15;4;0
Buneary;Mimirolミミロル;Rabbit Pokémon;"['Run Away', 'Klutz', 'Limber']";normal;;1;1;1;1;1;2;1;1;0;1;1;1;1;1;1;1;1;1;66;5120;0;350;190;44;1000000;0.4;55;50;427;44;56;85;5.5;4;0
Lopunny;Mimilopミミロップ;Rabbit Pokémon;"['Cute Charm', 'Klutz', 'Limber']";normal;;1;1;1;1;1;2;1;1;0;1;1;1;1;1;1;1;1;1;136;5120;140;580;60;94;1000000;1.2;65;50;428;54;96;135;33.3;4;0
Mismagius;Mumargiムウマージ;Magical Pokémon;['Levitate'];ghost;;0.5;2;1;1;1;0;1;1;2;1;1;1;0;0.5;1;1;1;1;60;6400;35;495;45;60;800000;0.9;60;50;429;105;105;105;4.4;4;0
Honchkrow;Dongkarasuドンカラス;Big Boss Pokémon;"['Insomnia', 'Super Luck', 'Moxie']";dark;flying;1;0.5;1;2;2;1;1;1;0.5;0.5;0;2;1;1;0;2;1;1;125;5120;35;505;30;52;1059860;0.9;100;50;430;105;52;71;27.3;4;0
Glameow;Nyarmarニャルマー;Catty Pokémon;"['Limber', 'Own Tempo', 'Keen Eye']";normal;;1;1;1;1;1;2;1;1;0;1;1;1;1;1;1;1;1;1;55;5120;70;310;190;42;800000;0.5;49;24.6;431;42;37;85;3.9;4;0
Purugly;Bunyattoブニャット;Tiger Cat Pokémon;"['Thick Fat', 'Own Tempo', 'Defiant']";normal;;1;1;1;1;1;2;1;1;0;1;1;1;1;1;1;1;1;1;82;5120;70;452;75;64;800000;1;71;24.6;432;64;59;112;43.8;4;0
Chingling;Lisyanリーシャン;Bell Pokémon;['Levitate'];psychic;;2;2;1;1;1;0.5;1;1;2;1;1;1;1;1;0.5;1;1;1;30;6400;70;285;120;50;800000;0.2;45;50;433;65;50;45;0.6;4;0
Stunky;Skunpuuスカンプー;Skunk Pokémon;"['Stench', 'Aftermath', 'Keen Eye']";poison;dark;1;0.5;1;1;1;1;1;1;0.5;0.5;2;1;1;0.5;0;1;1;1;63;5120;70;329;225;47;1000000;0.4;63;50;434;41;41;74;19.2;4;0
Skuntank;Skutankスカタンク;Skunk Pokémon;"['Stench', 'Aftermath', 'Keen Eye']";poison;dark;1;0.5;1;1;1;1;1;1;0.5;0.5;2;1;1;0.5;0;1;1;1;93;5120;70;479;60;67;1000000;1;103;50;435;71;61;84;38;4;0
Bronzor;Dohmirrorドーミラー;Bronze Pokémon;"['Levitate', 'Heatproof', 'Heavy Metal']";steel;psychic;1;2;0.5;1;0.5;1;2;0.5;2;0.5;2;0.5;0.5;0;0.25;0.5;0.5;1;24;5120;70;300;255;86;1000000;0.5;57;;436;24;86;23;60.5;4;0
Bronzong;Dohtakunドータクン;Bronze Bell Pokémon;"['Levitate', 'Heatproof', 'Heavy Metal']";steel;psychic;1;2;0.5;1;0.5;1;2;0.5;2;0.5;2;0.5;0.5;0;0.25;0.5;0.5;1;89;5120;70;500;90;116;1000000;1.3;67;;437;79;116;33;187;4;0
Bonsly;Usohachiウソハチ;Bonsai Pokémon;"['Sturdy', 'Rock Head', 'Rattled']";rock;;1;1;1;1;1;2;0.5;0.5;1;2;2;1;0.5;0.5;1;1;2;2;80;5120;70;290;255;95;1000000;0.5;50;50;438;10;45;10;15;4;0
Mime Jr.;Maneneマネネ;Mime Pokémon;"['Soundproof', 'Filter', 'Technician']";psychic;fairy;1;1;0;1;1;0.25;1;1;2;1;1;1;1;2;0.5;1;2;1;25;6400;70;310;145;45;1000000;0.6;20;50;439;70;90;60;13;4;0
Happiny;Pinpukuピンプク;Playhouse Pokémon;"['Natural Cure', 'Serene Grace', 'Friend Guard']";normal;;1;1;1;1;1;2;1;1;0;1;1;1;1;1;1;1;1;1;5;10240;140;220;130;5;800000;0.6;100;0;440;15;65;30;24.4;4;0
Chatot;Perapペラップ;Music Note Pokémon;"['Keen Eye', 'Tangled Feet', 'Big Pecks']";normal;flying;0.5;1;1;2;1;1;1;1;0;0.5;0;2;1;1;1;2;1;1;65;5120;35;411;30;45;1059860;0.5;76;50;441;92;42;91;1.9;4;0
Spiritomb;Mikarugeミカルゲ;Forbidden Pokémon;"['Pressure', 'Infiltrator']";ghost;dark;1;1;1;1;2;0;1;1;1;1;1;1;0;0.5;0;1;1;1;92;7680;70;485;100;108;1000000;1;50;50;442;92;108;35;108;4;0
Gible;Fukamaruフカマル;Land Shark Pokémon;"['Sand Veil', 'Rough Skin']";dragon;ground;1;1;2;0;2;1;0.5;1;1;1;1;4;1;0.5;1;0.5;1;1;70;10240;70;300;45;45;1250000;0.7;58;50;443;40;45;42;20.5;4;0
Gabite;Gabiteガバイト;Cave Pokémon;"['Sand Veil', 'Rough Skin']";dragon;ground;1;1;2;0;2;1;0.5;1;1;1;1;4;1;0.5;1;0.5;1;1;90;10240;70;410;45;65;1250000;1.4;68;50;444;50;55;82;56;4;0
Garchomp;Gaburiasガブリアス;Mach Pokémon;"['Sand Veil', 'Rough Skin']";dragon;ground;1;1;2;0;2;1;0.5;1;1;1;1;4;1;0.5;1;0.5;1;1;170;10240;70;700;45;115;1250000;1.9;108;50;445;120;95;92;95;4;0
Munchlax;Gonbeゴンベ;Big Eater Pokémon;"['Pickup', 'Thick Fat', 'Gluttony']";normal;;1;1;1;1;1;2;1;1;0;1;1;1;1;1;1;1;1;1;85;10240;70;390;50;40;1250000;0.6;135;88.1;446;40;85;5;105;4;0
Riolu;Rioluリオル;Emanation Pokémon;"['Steadfast', 'Inner Focus', 'Prankster']";fighting;;0.5;0.5;1;1;2;1;1;2;1;1;1;1;1;1;2;0.5;1;1;70;6400;70;285;75;40;1059860;0.7;40;88.1;447;35;40;60;20.2;4;0
Lucario;Lucarioルカリオ;Aura Pokémon;"['Steadfast', 'Inner Focus', 'Justified']";fighting;steel;0.25;0.5;0.5;1;1;2;2;1;1;0.5;2;0.5;0.5;0;1;0.25;0.5;1;145;6400;70;625;45;88;1059860;1.2;70;88.1;448;140;70;112;54;4;0
Hippopotas;Hippopotasヒポポタス;Hippo Pokémon;"['Sand Stream', 'Sand Force']";ground;;1;1;1;0;1;1;1;1;1;2;1;2;1;0.5;1;0.5;1;2;72;7680;70;330;140;78;1250000;0.8;68;50;449;38;42;32;49.5;4;0
Hippowdon;Kabaldonカバルドン;Heavyweight Pokémon;"['Sand Stream', 'Sand Force']";ground;;1;1;1;0;1;1;1;1;1;2;1;2;1;0.5;1;0.5;1;2;112;7680;70;525;60;118;1250000;2;108;50;450;68;72;47;300;4;0
Skorupi;Scorupiスコルピ;Scorpion Pokémon;"['Battle Armor', 'Sniper', 'Keen Eye']";poison;bug;0.5;1;1;1;0.5;0.25;2;2;1;0.25;1;1;1;0.5;2;2;1;1;50;5120;70;330;120;90;1250000;0.8;40;50;451;30;55;65;12;4;0
Drapion;Dorapionドラピオン;Ogre Scorp Pokémon;"['Battle Armor', 'Sniper', 'Keen Eye']";poison;dark;1;0.5;1;1;1;1;1;1;0.5;0.5;2;1;1;0.5;0;1;1;1;90;5120;70;500;45;110;1250000;1.3;70;50;452;60;75;95;61.5;4;0
Croagunk;Gureggruグレッグル;Toxic Mouth Pokémon;"['Anticipation', 'Dry Skin', 'Poison Touch']";poison;fighting;0.25;0.5;1;1;1;0.5;1;2;1;0.5;2;1;1;0.5;4;0.5;1;1;61;2560;100;300;140;40;1000000;0.7;48;50;453;61;40;50;23;4;0
Toxicroak;Dokurogドクロッグ;Toxic Mouth Pokémon;"['Anticipation', 'Dry Skin', 'Poison Touch']";poison;fighting;0.25;0.5;1;1;1;0.5;1;2;1;0.5;2;1;1;0.5;4;0.5;1;1;106;5120;70;490;75;65;1000000;1.3;83;50;454;86;65;85;44.4;4;0
Carnivine;Muskippaマスキッパ;Bug Catcher Pokémon;['Levitate'];grass;;2;1;1;0.5;1;1;2;2;1;0.5;0.5;2;1;2;1;1;1;0.5;100;6400;70;454;200;72;1250000;1.4;74;50;455;90;72;46;27;4;0
Finneon;Keikouoケイコウオ;Wing Fish Pokémon;"['Swift Swim', 'Storm Drain', 'Water Veil']";water;;1;1;1;2;1;1;0.5;1;1;2;1;0.5;1;1;1;1;0.5;0.5;49;5120;70;330;190;56;600000;0.4;49;50;456;49;61;66;7;4;0
Lumineon;Neolantネオラント;Neon Pokémon;"['Swift Swim', 'Storm Drain', 'Water Veil']";water;;1;1;1;2;1;1;0.5;1;1;2;1;0.5;1;1;1;1;0.5;0.5;69;5120;70;460;75;76;600000;1.2;69;50;457;69;86;91;24;4;0
Mantyke;Tamantaタマンタ;Kite Pokémon;"['Swift Swim', 'Water Absorb', 'Water Veil']";water;flying;0.5;1;1;4;1;0.5;0.5;1;1;1;0;1;1;1;1;2;0.5;0.5;20;6400;70;345;25;50;1250000;1;45;50;458;60;120;50;65;4;0
Snover;Yukikaburiユキカブリ;Frosted Tree Pokémon;"['Snow Warning', 'Soundproof']";grass;ice;2;1;1;0.5;1;2;4;2;1;0.5;0.5;1;1;2;1;2;2;0.5;62;5120;70;334;120;50;1250000;1;60;50;459;62;60;40;50.5;4;0
Abomasnow;Yukinoohユキノオー;Frosted Tree Pokémon;"['Snow Warning', 'Soundproof']";grass;ice;2;1;1;0.5;1;2;4;2;1;0.5;0.5;1;1;2;1;2;2;0.5;132;5120;70;594;60;105;1250000;2.2;90;50;460;132;105;30;135.5;4;0
Weavile;Manyulaマニューラ;Sharp Claw Pokémon;"['Pressure', 'Pickpocket']";dark;ice;2;0.5;1;1;2;4;2;1;0.5;1;1;0.5;1;1;0;2;2;1;120;5120;35;510;45;65;1059860;1.1;70;50;461;45;85;125;34;4;0
Magnezone;Jibacoilジバコイル;Magnet Area Pokémon;"['Magnet Pull', 'Sturdy', 'Analytic']";electric;steel;0.5;1;0.5;0.5;0.5;2;2;0.25;1;0.5;4;0.5;0.5;0;0.5;0.5;0.25;1;70;5120;70;535;30;115;1000000;1.2;70;;462;130;90;60;180;4;0
Lickilicky;Berobeltベロベルト;Licking Pokémon;"['Own Tempo', 'Oblivious', 'Cloud Nine']";normal;;1;1;1;1;1;2;1;1;0;1;1;1;1;1;1;1;1;1;85;5120;70;515;30;95;1000000;1.7;110;50;463;80;95;50;140;4;0
Rhyperior;Dosidonドサイドン;Drill Pokémon;"['Lightningrod', 'Solid Rock', 'Reckless']";ground;rock;1;1;1;0;1;2;0.5;0.5;1;4;2;2;0.5;0.25;1;0.5;2;4;140;5120;70;535;30;130;1250000;2.4;115;50;464;55;55;40;282.8;4;0
Tangrowth;Mojumboモジャンボ;Vine Pokémon;"['Chlorophyll', 'Leaf Guard', 'Regenerator']";grass;;2;1;1;0.5;1;1;2;2;1;0.5;0.5;2;1;2;1;1;1;0.5;100;5120;70;535;30;125;1000000;2;100;50;465;110;50;50;128.6;4;0
Electivire;Elekibleエレキブル;Thunderbolt Pokémon;"['Motor Drive', 'Vital Spirit']";electric;;1;1;1;0.5;1;1;1;0.5;1;1;2;1;1;1;1;1;0.5;1;123;6400;70;540;30;67;1000000;1.8;75;75.4;466;95;85;95;138.6;4;0
Magmortar;Booburnブーバーン;Blast Pokémon;"['Flame Body', 'Vital Spirit']";fire;;0.5;1;1;1;0.5;1;0.5;1;1;0.5;2;0.5;1;1;1;2;0.5;2;95;6400;70;540;30;67;1000000;1.6;75;75.4;467;125;95;83;68;4;0
Togekiss;Togekissトゲキッス;Jubilee Pokémon;"['Hustle', 'Serene Grace', 'Super Luck']";fairy;flying;0.25;0.5;0;2;1;0.25;1;1;1;0.5;0;2;1;2;1;2;2;1;50;2560;70;545;30;95;800000;1.5;85;88.1;468;120;115;80;38;4;0
Yanmega;Megayanmaメガヤンマ;Ogre Darner Pokémon;"['Speed Boost', 'Tinted Lens', 'Frisk']";bug;flying;0.5;1;1;2;1;0.25;2;2;1;0.25;0;2;1;1;1;4;1;1;76;5120;70;515;30;86;1000000;1.9;86;50;469;116;56;95;51.5;4;0
Leafeon;Leafiaリーフィア;Verdant Pokémon;"['Leaf Guard', 'Chlorophyll']";grass;;2;1;1;0.5;1;1;2;2;1;0.5;0.5;2;1;2;1;1;1;0.5;110;8960;35;525;45;130;1000000;1;65;88.1;470;60;65;95;25.5;4;0
Glaceon;Glaciaグレイシア;Fresh Snow Pokémon;"['Snow Cloak', 'Ice Body']";ice;;1;1;1;1;1;2;2;1;1;1;1;0.5;1;1;1;2;2;1;60;8960;35;525;45;110;1000000;0.8;65;88.1;471;130;95;65;25.9;4;0
Gliscor;Glionグライオン;Fang Scorp Pokémon;"['Hyper Cutter', 'Sand Veil', 'Poison Heal']";ground;flying;0.5;1;1;0;1;0.5;1;1;1;1;0;4;1;0.5;1;1;1;2;95;5120;70;510;30;125;1059860;2;75;50;472;45;75;95;42.5;4;0
Mamoswine;Mammooマンムー;Twin Tusk Pokémon;"['Oblivious', 'Snow Cloak', 'Thick Fat']";ice;ground;1;1;1;0;1;2;2;1;1;2;1;1;1;0.5;1;1;2;2;130;5120;70;530;50;80;1250000;2.5;110;50;473;70;60;80;291;4;0
Porygon-Z;Porygon-zポリゴンＺ;Virtual Pokémon;"['Adaptability', 'Download', 'Analytic']";normal;;1;1;1;1;1;2;1;1;0;1;1;1;1;1;1;1;1;1;80;5120;70;535;30;70;1000000;0.9;85;;474;135;75;90;34;4;0
Gallade;Erureidoエルレイド;Blade Pokémon;"['Steadfast', 'Justified']";psychic;fighting;1;1;1;1;2;0.5;1;2;2;1;1;1;1;1;1;0.5;1;1;165;5120;35;618;45;95;1250000;1.6;68;100;475;65;115;110;52;4;0
Probopass;Dainoseダイノーズ;Compass Pokémon;"['Sturdy', 'Magnet Pull', 'Sand Force']";rock;steel;0.5;1;0.5;1;0.5;4;1;0.25;1;1;4;0.5;0.25;0;0.5;0.5;1;2;55;5120;70;525;60;145;1000000;1.4;60;50;476;75;150;40;340;4;0
Dusknoir;Yonoirヨノワール;Gripper Pokémon;"['Pressure', 'Frisk']";ghost;;0.5;2;1;1;1;0;1;1;2;1;1;1;0;0.5;1;1;1;1;100;6400;35;525;45;135;800000;2.2;45;50;477;65;135;45;106.6;4;0
Froslass;Yukimenokoユキメノコ;Snow Land Pokémon;"['Snow Cloak', 'Cursed Body']";ice;ghost;0.5;2;1;1;1;0;2;1;2;1;1;0.5;0;0.5;1;2;2;1;80;5120;70;480;75;70;1000000;1.3;70;0;478;80;70;110;26.6;4;0
Rotom;Rotomロトム;Plasma Pokémon;['Levitate'];electric;ghost;0.5;2;1;0.5;1;0;1;0.5;2;1;2;1;0;0.5;1;1;0.5;1;65;5120;70;520;45;107;1000000;0.3;50;;479;105;107;86;0.3;4;0
Uxie;Yuxieユクシー;Knowledge Pokémon;['Levitate'];psychic;;2;2;1;1;1;0.5;1;1;2;1;1;1;1;1;0.5;1;1;1;75;20480;140;580;3;130;1250000;0.3;75;;480;75;130;95;0.3;4;1
Mesprit;Emritエムリット;Emotion Pokémon;['Levitate'];psychic;;2;2;1;1;1;0.5;1;1;2;1;1;1;1;1;0.5;1;1;1;105;20480;140;580;3;105;1250000;0.3;80;;481;105;105;80;0.3;4;1
Azelf;Agnomeアグノム;Willpower Pokémon;['Levitate'];psychic;;2;2;1;1;1;0.5;1;1;2;1;1;1;1;1;0.5;1;1;1;125;20480;140;580;3;70;1250000;0.3;75;;482;125;70;115;0.3;4;1
Dialga;Dialgaディアルガ;Temporal Pokémon;"['Pressure', 'Telepathy']";steel;dragon;0.5;1;1;0.5;1;2;1;0.5;1;0.25;2;1;0.5;0;0.5;0.5;0.5;0.5;120;30720;0;680;3;120;1250000;5.4;100;;483;150;100;90;683;4;1
Palkia;Palkiaパルキア;Spatial Pokémon;"['Pressure', 'Telepathy']";water;dragon;1;1;2;1;2;1;0.25;1;1;1;1;1;1;1;1;1;0.5;0.25;120;30720;0;680;3;100;1250000;4.2;90;;484;150;120;100;336;4;1
Heatran;Heatranヒードラン;Lava Dome Pokémon;"['Flash Fire', 'Flame Body']";fire;steel;0.25;1;0.5;1;0.25;2;1;0.5;1;0.25;4;0.25;0.5;0;0.5;1;0.25;2;90;2560;100;600;3;106;1250000;1.7;91;50;485;130;106;77;430;4;1
Regigigas;Regigigasレジギガス;Colossal Pokémon;['Slow Start'];normal;;1;1;1;1;1;2;1;1;0;1;1;1;1;1;1;1;1;1;160;30720;0;670;3;110;1250000;3.7;110;;486;80;110;100;420;4;1
Giratina;Giratina (another Forme)ギラティナ;Renegade Pokémon;"['Pressure', 'Telepathy', 'Levitate']";ghost;dragon;0.5;2;2;0.5;2;0;0.5;1;2;0.5;1;2;0;0.5;1;1;1;0.5;120;30720;0;680;3;100;1250000;4.5;150;;487;120;100;90;750;4;1
Cresselia;Cresseliaクレセリア;Lunar Pokémon;['Levitate'];psychic;;2;2;1;1;1;0.5;1;1;2;1;1;1;1;1;0.5;1;1;1;70;30720;100;600;3;120;1250000;1.5;120;0;488;75;130;85;85.6;4;1
Phione;Phioneフィオネ;Sea Drifter Pokémon;['Hydration'];water;;1;1;1;2;1;1;0.5;1;1;2;1;0.5;1;1;1;1;0.5;0.5;80;10240;70;480;30;80;1250000;0.4;80;;489;80;80;80;3.1;4;0
Manaphy;Manaphyマナフィ;Seafaring Pokémon;['Hydration'];water;;1;1;1;2;1;1;0.5;1;1;2;1;0.5;1;1;1;1;0.5;0.5;100;2560;70;600;3;100;1250000;0.3;100;;490;100;100;100;1.4;4;1
Darkrai;Darkraiダークライ;Pitch-Black Pokémon;['Bad Dreams'];dark;;2;0.5;1;1;2;2;1;1;0.5;1;1;1;1;1;0;1;1;1;90;30720;0;600;3;90;1250000;1.5;70;;491;135;90;125;50.5;4;1
Shaymin;Shaymin (sky Forme)シェイミ;Gratitude Pokémon;"['Natural Cure', 'Serene Grace']";grass;grass;2;1;1;0.5;1;1;2;2;1;0.5;0.5;2;1;2;1;1;1;0.5;103;30720;100;600;45;75;1059860;0.2;100;;492;120;75;127;2.1;4;1
Arceus;Arceusアルセウス;Alpha Pokémon;['Multitype'];normal;;1;1;1;1;1;2;1;1;0;1;1;1;1;1;1;1;1;1;120;30720;0;720;3;120;1250000;3.2;120;;493;120;120;120;320;4;1
Victini;Victiniビクティニ;Victory Pokémon;['Victory Star'];psychic;fire;1;2;1;1;0.5;0.5;0.5;1;2;0.5;2;0.5;1;1;0.5;2;0.5;2;100;30720;100;600;3;100;1250000;0.4;100;;494;100;100;100;4;5;1
Snivy;Tsutarjaツタージャ;Grass Snake Pokémon;"['Overgrow', 'Contrary']";grass;;2;1;1;0.5;1;1;2;2;1;0.5;0.5;2;1;2;1;1;1;0.5;45;5120;70;308;45;55;1059860;0.6;45;88.1;495;45;55;63;8.1;5;0
Servine;Janovyジャノビー;Grass Snake Pokémon;"['Overgrow', 'Contrary']";grass;;2;1;1;0.5;1;1;2;2;1;0.5;0.5;2;1;2;1;1;1;0.5;60;5120;70;413;45;75;1059860;0.8;60;88.1;496;60;75;83;16;5;0
Serperior;Jalordaジャローダ;Regal Pokémon;"['Overgrow', 'Contrary']";grass;;2;1;1;0.5;1;1;2;2;1;0.5;0.5;2;1;2;1;1;1;0.5;75;5120;70;528;45;95;1059860;3.3;75;88.1;497;75;95;113;63;5;0
Tepig;Pokabuポカブ;Fire Pig Pokémon;"['Blaze', 'Thick Fat']";fire;;0.5;1;1;1;0.5;1;0.5;1;1;0.5;2;0.5;1;1;1;2;0.5;2;63;5120;70;308;45;45;1059860;0.5;65;88.1;498;45;45;45;9.9;5;0
Pignite;Chaobooチャオブー;Fire Pig Pokémon;"['Blaze', 'Thick Fat']";fire;fighting;0.25;0.5;1;1;1;1;0.5;2;1;0.5;2;0.5;1;1;2;1;0.5;2;93;5120;70;418;45;55;1059860;1;90;88.1;499;70;55;55;55.5;5;0
Emboar;Enbuohエンブオー;Mega Fire Pig Pokémon;"['Blaze', 'Reckless']";fire;fighting;0.25;0.5;1;1;1;1;0.5;2;1;0.5;2;0.5;1;1;2;1;0.5;2;123;5120;70;528;45;65;1059860;1.6;110;88.1;500;100;65;65;150;5;0
